Nombre / Inventario,Fecha,Pais,Tipo de Objeto,Estructura Imagen (JSON/Link)
Inv. 2025.712 Ring,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.712-Ring.jpg""}"
"MRZ Inv.Nr. 2025.723, Siegel",Desconocida,Desconocido,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.723-Siegel.jpg""}"
"MRZ Inv.Nr. 2025.718, Ring",Desconocida,Desconocido,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/bc/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.718-Ring.jpg""}"
"MRZ Inv.Nr. 2025.719, Ring",Desconocida,Desconocido,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/20/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.719-Ring.jpg""}"
"MRZ Inv.Nr. 2025.724, Siegel, Vogel",Desconocida,Desconocido,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5b/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.724-Siegel-Vogel.jpg""}"
"MRZ Inv.Nr. 2025.725, Vogel-Anhänger",Desconocida,Colombia,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/ec/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.725-Vogel-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.726, Anhänger",Desconocida,Desconocido,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/a0/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.726-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.720, Ring",Desconocida,Estado de Veracruz,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/17/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.720-Ring.jpg""}"
"MRZ Inv.Nr. 2025.727, Anhänger",Desconocida,Desconocido,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/50/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.727-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.721, Ohrpflock",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.721-Ohrpflock.jpg""}"
"MRZ Inv.Nr. 2025.722, Ohrschmuck (Teil) in L-Form",Ano 1,Tikal,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/60/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.722-Ohrschmuck-%28Teil%29-in-L-Form.jpg""}"
"MRZ Inv.Nr. 2025.728, Kopf-Anhänger",Desconocida,Michoacán,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/36/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.728-Kopf-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.730, Ohrring",Desconocida,Desconocido,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/ff/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.730-Ohrring.jpg""}"
"MRZ Inv.Nr. 2025.734, Teil eines Ohrpflocks",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/2d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.734-Teil-eines-Ohrpflocks.jpg""}"
"MRZ Inv.Nr. 2025.735, Ohrpflock (?)",Desconocida,Estado de Veracruz,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/13/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.735-Ohrpflock-%28%3F%29.jpg""}"
"MRZ Inv.Nr. 2025.731, Anhänger",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/4f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.731-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.736, Kniende Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/da/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.736-Kniende-Figur.jpg""}"
"MRZ Inv.Nr. 2025.732, Anhänger",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/87/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.732-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.737, Vogel",Desconocida,Colombia,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/de/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.737-Vogel.jpg""}"
"MRZ Inv.Nr. 2025.733, Anhänger",Ano 1,Perú,Q161439,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d6/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.733-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.738, Vogel",Desconocida,Colombia,Q161439,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/03/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.738-Vogel.jpg""}"
Inv. 2025.739 Vogel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cb/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.739-Vogel.jpg""}"
Inv. 2025.744 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d2/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.744-Figur.jpg""}"
Inv. 2025.745 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.745-Kopf.jpg""}"
Inv. 2025.740 Vogel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.740-Vogel.jpg""}"
Inv. 2025.741 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.741-Figur.jpg""}"
Inv. 2025.746 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.746-Kopf.jpg""}"
Inv. 2025.742 Frosch,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.742-Frosch.jpg""}"
Inv. 2025.747 Frosch,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.747-Frosch.jpg""}"
Inv. 2025.748 Halskette bestehend von 7 Figuren,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.748-Halskette-bestehend-von-7-Figuren.jpg""}"
Inv. 2025.743 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.743-Figur.jpg""}"
Inv. 2025.754 Nadel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.754-Nadel.jpg""}"
Inv. 2025.749 Nadel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.749-Nadel.jpg""}"
Inv. 2025.755 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.755-Figur.jpg""}"
Inv. 2025.750 Nadel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.750-Nadel.jpg""}"
Inv. 2025.751 Nadel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.751-Nadel.jpg""}"
Inv. 2025.756 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.756-Figur.jpg""}"
Inv. 2025.752 Nadel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.752-Nadel.jpg""}"
Inv. 2025.757 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.757-Figur.jpg""}"
Inv. 2025.753 Nadel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.753-Nadel.jpg""}"
Inv. 2025.758 Stein,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.758-Stein.jpg""}"
"MRZ Inv.Nr. 2025.763, Stein",Desconocida,Guerrero,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.763-Stein.jpg""}"
"MRZ Inv.Nr. 2025.859, Tierkopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/65/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.859-Tierkopf.jpg""}"
"MRZ Inv.Nr. 2025.764, Stein",Desconocida,Guerrero,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.764-Stein.jpg""}"
"MRZ Inv.Nr. 2025.759, Stein",Desconocida,Guerrero,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.759-Stein.jpg""}"
"MRZ Inv.Nr. 2025.765, Stein",Desconocida,Guerrero,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.765-Stein.jpg""}"
"MRZ Inv.Nr. 2025.760, Stein",Desconocida,Guerrero,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.760-Stein.jpg""}"
"MRZ Inv.Nr. 2025.766, Stein",Desconocida,Guerrero,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.766-Stein.jpg""}"
"MRZ Inv.Nr. 2025.761, Stein",Desconocida,Guerrero,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.761-Stein.jpg""}"
"MRZ Inv.Nr. 2025.860, Vergoldetes Medaillon",Ano 1001,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/a4/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.860-Vergoldetes-Medaillon.jpg""}"
"MRZ Inv.Nr. 2025.762, Stein",Desconocida,Guerrero,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.762-Stein.jpg""}"
"MRZ Inv.Nr. 2025.857, Figur",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.857-Figur.jpg""}"
"MRZ Inv.Nr. 2025.858, Vogelfigur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.858-Vogelfigur.jpg""}"
"MRZ Inv.Nr. 2025.864, Vergoldetes Medaillon",Ano 1001,Perú,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/85/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.864-Vergoldetes-Medaillon.jpg""}"
"MRZ Inv.Nr. 2025.865, Vergoldetes Medaillon",Ano 1001,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/63/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.865-Vergoldetes-Medaillon.jpg""}"
"MRZ Inv.Nr. 2025.866, Tierplakette aus Kupfer",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/73/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.866-Tierplakette-aus-Kupfer.jpg""}"
"MRZ Inv.Nr. 2025.861, Vergoldetes Medaillon",Ano 1001,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0b/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.861-Vergoldetes-Medaillon.jpg""}"
"MRZ Inv.Nr. 2025.867, Tierplakette aus Kupfer",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c2/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.867-Tierplakette-aus-Kupfer.jpg""}"
"MRZ Inv.Nr. 2025.868, Tierplakette aus Kupfer",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/ec/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.868-Tierplakette-aus-Kupfer.jpg""}"
"MRZ Inv.Nr. 2025.862, Vergoldetes Medaillon",Ano 1001,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cf/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.862-Vergoldetes-Medaillon.jpg""}"
"MRZ Inv.Nr. 2025.863, Vergoldetes Medaillon",Ano 1001,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/19/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.863-Vergoldetes-Medaillon.jpg""}"
"MRZ Inv.Nr. 2025.869, Anhänger",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/3f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.869-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.870, Anhänger",Desconocida,Desconocido,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/72/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.870-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.875, Eulenkopf",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/00/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.875-Eulenkopf.jpg""}"
"MRZ Inv.Nr. 2025.872, Kopf",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e1/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.872-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.876, Medaillon mit Kopf",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cb/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.876-Medaillon-mit-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.877, Kopf mit Ohrschmuck Kupfer",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/1e/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.877-Kopf-mit-Ohrschmuck-Kupfer.jpg""}"
"MRZ Inv.Nr. 2025.878, Rassel",Ano 1,Perú,instrumento musical,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/58/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.878-Rassel.jpg""}"
"MRZ Inv.Nr. 2025.873, Kopf",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/43/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.873-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.879, Tumi (?), Stangengriffmesser mit Krokodilen",Desconocida,Perú,arma,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/1a/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.879-Tumi-%28%3F%29-Stangengriffmesser-mit-Krokodilen.jpg""}"
"MRZ Inv.Nr. 2025.874, Kopf",Ano 1,Perú,Q161439,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5e/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.874-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.880, Stangengriffmesser mit Affen",Desconocida,Perú,Q728,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/f6/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.880-Stangengriffmesser-mit-Affen.jpg""}"
"MRZ Inv.Nr. 2025.881, Stangengriffmesser Krokodil (?)",Desconocida,Q419,Q728,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d7/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.881-Stangengriffmesser-Krokodil-%28%3F%29.jpg""}"
Inv. 2025.885 Figuralverziertes Messer mit schmaler Klinge,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/dd/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.885-Figuralverziertes-Messer-mit-schmaler-Klinge.jpg""}"
Inv. 2025.882 Stangengriffmesser mit Person und Tier,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/b8/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.882-Stangengriffmesser-mit-Person-und-Tier.jpg""}"
Inv. 2025.886 Anhänger,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.886-Anh%C3%A4nger.jpg""}"
Inv. 2025.887 Anhänger Vogelköpfe,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.887-Anh%C3%A4nger-Vogelk%C3%B6pfe.jpg""}"
Inv. 2025.883 Stangengriffmesser mit sitzender Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.883-Stangengriffmesser-mit-sitzender-Figur.jpg""}"
Inv. 2025.888 Silberpinzette,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.888-Silberpinzette.jpg""}"
Inv. 2025.884 Stabaufsatz Figur sitzend,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.884-Stabaufsatz-Figur-sitzend.jpg""}"
Inv. 2025.889 Silberpinzette,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.889-Silberpinzette.jpg""}"
Inv. 2025.890 Schelle,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.890-Schelle.jpg""}"
"MRZ Inv.Nr. 2025.895, Pektorale mit Gesicht",Ano 1,Perú,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e1/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.895-Pektorale-mit-Gesicht.jpg""}"
Inv. 2025.891 Kegelförmiges Objekt,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.891-Kegelf%C3%B6rmiges-Objekt.jpg""}"
"MRZ Inv.Nr. 2025.896, (Brust?)Schmuck",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/17/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.896-%28Brust%3F%29Schmuck.jpg""}"
"MRZ Inv.Nr. 2025.892, Axt",Ano 1,Perú,arma,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d8/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.892-Axt.jpg""}"
"MRZ Inv.Nr. 2025.897, Vogel-Anhänger",Ano 1001,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c3/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.897-Vogel-Anh%C3%A4nger.jpg""}"
"MRZ Inv.Nr. 2025.898, Messer?",Ano 1,Perú,arma,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/8e/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.898-Messer%3F.jpg""}"
"MRZ Inv.Nr. 2025.893, Beil/Messer",Ano 1,Perú,arma,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/74/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.893-Beil-Messer.jpg""}"
"MRZ Inv.Nr. 2025.899, Ohrpflock Scheibe mit Decapitator Relief",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/18/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.899-Ohrpflock-Scheibe-mit-Decapitator-Relief.jpg""}"
"MRZ Inv.Nr. 2025.894, Eulenkopf",Ano 1,Perú,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/97/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.894-Eulenkopf.jpg""}"
"MRZ Inv.Nr. 2025.900, Ohrpflock Scheibe mit Decapitator Relief",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d3/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.900-Ohrpflock-Scheibe-mit-Decapitator-Relief.jpg""}"
"MRZ Inv.Nr. 2025.905, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/ab/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.905-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.901, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/de/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.901-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.906, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/56/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.906-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.902, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.902-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.907, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/75/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.907-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.908, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/ca/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.908-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.903, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c8/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.903-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.909, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.909-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.904, Scheibe",Desconocida,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/ca/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.904-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.915, Platte",Ano 1,Perú,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/31/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.915-Platte.jpg""}"
"MRZ Inv.Nr. 2025.910, Scheibe",Desconocida,Perú,Q161439,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/4d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.910-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.911, Scheibe",Desconocida,Q419,Q161439,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/a7/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.911-Scheibe.jpg""}"
"MRZ Inv.Nr. 2025.916, Platte",Ano 1,Q419,Q161439,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/81/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.916-Platte.jpg""}"
Inv. 2025.917 Stabaufsatz,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/22/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.917-Stabaufsatz.jpg""}"
Inv. 2025.912 Scheibe,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/71/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.912-Scheibe.jpg""}"
Inv. 2025.918 Nadel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.918-Nadel.jpg""}"
Inv. 2025.913 Scheibe,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.913-Scheibe.jpg""}"
Inv. 2025.919 Glöckchen?,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.919-Gl%C3%B6ckchen%3F.jpg""}"
